9.231000000000000316e-01 1.750689359317737377e-05
1.207376470588235273e+00 7.346785420284267388e-06
1.491652941176470515e+00 2.992803363583015724e-06
1.775929411764705756e+00 1.624627225157221228e-06
2.060205882352941220e+00 8.581303886469959522e-07
2.344482352941176462e+00 5.921606144014812097e-07
2.628758823529412147e+00 3.859533463541407161e-07
2.913035294117647389e+00 2.714043064118166833e-07
3.197311764705882631e+00 2.060060444932286609e-07
3.481588235294117872e+00 1.835487940027469727e-07
3.765864705882352670e+00 1.438057069693230673e-07
4.050141176470588356e+00 1.247587035157917601e-07
4.334417647058823597e+00 1.148822492367997725e-07
4.618694117647058839e+00 1.081147460149017620e-07
4.902970588235294080e+00 1.020183001312423392e-07
5.187247058823529322e+00 9.732933309596663708e-08
5.471523529411764564e+00 9.593993847609404295e-08
5.755799999999999805e+00 9.371008171765450053e-08
6.040076470588235047e+00 9.195904925934866600e-08
6.324352941176470289e+00 9.078655259063441353e-08
6.608629411764705530e+00 9.054869192587316245e-08
6.892905882352940772e+00 8.968649320803842696e-08
7.177182352941176902e+00 8.969153681570062054e-08
7.461458823529411255e+00 8.982607358621187536e-08
7.745735294117647385e+00 8.901714599765490576e-08
8.030011764705882626e+00 8.866651944201815937e-08
8.314288235294117868e+00 8.996806658507764858e-08
8.598564705882353110e+00 8.883242709069254368e-08
8.882841176470588351e+00 8.870031177871438990e-08
9.167117647058823593e+00 8.956587743421692168e-08
9.451394117647058835e+00 8.917721296017679576e-08
9.735670588235294076e+00 8.986125872066949768e-08
1.001994705882352932e+01 8.948270492011061510e-08
1.030422352941176634e+01 8.850719890102924949e-08
1.058849999999999980e+01 8.863017570612705084e-08
